date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2025-01-02,2025-01-02,apollo_10000,Apollo,10000.0,risk_on,stable,0.8778125,0.755625,ataque,1,1,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-03,2025-01-03,apollo_10000,Apollo,10000.0,risk_on,stable,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-06,2025-01-06,apollo_10000,Apollo,10000.0,risk_on,stable,0.8778125,0.755625,ataque,1,1,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-07,2025-01-07,apollo_10000,Apollo,10000.0,risk_on,stable,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-08,2025-01-08,apollo_10000,Apollo,10000.0,risk_on,stable,0.8778125,0.755625,ataque,1,1,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-09,2025-01-09,apollo_10000,Apollo,10000.0,risk_on,stable,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-10,2025-01-10,apollo_10000,Apollo,10000.0,risk_on,stable,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-13,2025-01-13,apollo_10000,Apollo,10000.0,risk_on,stable,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-14,2025-01-14,apollo_10000,Apollo,10000.0,balanced,transition,0.8778125,0.755625,ataque,2,2,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2025-01-15,2025-01-15,apollo_10000,Apollo,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
