as_of_date,scenario_id,alias,capital_brl,market_state,ticket_id,ticker,side,notional_brl,reason
2024-01-02,apollo_10000,Apollo,10000.0,balanced,f320dc87-ae39-4044-8a9a-38e14ea81f1e,BTC-USD,buy,1852.4770586223374,historical_apollo_balanced
2024-01-02,apollo_10000,Apollo,10000.0,balanced,db3af3a5-679c-472a-8490-90b634f208c5,ETH-USD,buy,793.9187394095732,historical_apollo_balanced
2024-01-02,apollo_10000,Apollo,10000.0,balanced,b5d68fa8-a4d5-4f52-9772-3cdba32ebf04,ITUB4.SA,buy,926.2385293111687,historical_apollo_balanced
2024-01-02,apollo_10000,Apollo,10000.0,balanced,52767a5f-7443-49c8-9803-528bf478b7ed,PETR4.SA,buy,1323.1978990159553,historical_apollo_balanced
2024-01-04,apollo_10000,Apollo,10000.0,defense,8acf51fe-ca4b-4cdc-a1e2-82e66d751f05,BTC-USD,sell,1819.6779236423743,historical_apollo_defense
2024-01-04,apollo_10000,Apollo,10000.0,defense,1203d2c0-a041-4ea8-b68e-dfe894574206,ETH-USD,sell,764.1788927725243,historical_apollo_defense
2024-01-04,apollo_10000,Apollo,10000.0,defense,73054547-ffba-4588-9aec-fc6e5305ebf6,ITUB4.SA,sell,904.3484120962454,historical_apollo_defense
2024-01-04,apollo_10000,Apollo,10000.0,defense,d98a95cb-1361-4feb-8c1e-bcc2d1e96e6b,PETR4.SA,sell,1384.3090217407344,historical_apollo_defense
2024-01-16,apollo_10000,Apollo,10000.0,balanced,8ab24d2b-f9e3-4e29-acd4-14e9a7fa7608,BTC-USD,buy,1846.428953841224,historical_apollo_balanced
2024-01-16,apollo_10000,Apollo,10000.0,balanced,0ca016fd-3a00-4158-835c-c8e69b87c427,ETH-USD,buy,791.3266945033816,historical_apollo_balanced
2024-01-16,apollo_10000,Apollo,10000.0,balanced,52bcaf89-73a5-4ef3-9fe3-6cc9f4d7da59,ITUB4.SA,buy,923.214476920612,historical_apollo_balanced
2024-01-16,apollo_10000,Apollo,10000.0,balanced,a423a633-38b3-466a-801c-52bd60f02e84,PETR4.SA,buy,1318.877824172303,historical_apollo_balanced
2024-01-22,apollo_10000,Apollo,10000.0,balanced,78a73309-8489-471b-b508-9605245f567e,BTC-USD,buy,111.32404625619938,historical_apollo_balanced
2024-01-29,apollo_10000,Apollo,10000.0,balanced,9bd3b55c-f020-4445-b362-b9b6e06203fd,BTC-USD,sell,135.27778100455134,historical_apollo_balanced
2024-02-02,apollo_10000,Apollo,10000.0,balanced,9e2e375a-a93b-48e6-98fa-ea40cfd44857,PETR4.SA,sell,102.29617819925488,historical_apollo_balanced
2024-02-05,apollo_10000,Apollo,10000.0,risk_on,540a7428-b6ef-45d2-8a46-dad01eacc249,BTC-USD,buy,815.0078333021197,historical_apollo_risk_on
2024-02-05,apollo_10000,Apollo,10000.0,risk_on,579210e2-3eb9-4ae7-89b7-5914dbd2bc33,ETH-USD,buy,347.93235432425615,historical_apollo_risk_on
2024-02-09,apollo_10000,Apollo,10000.0,risk_on,7467cf32-2f04-4ab1-95ed-3b2b194ace22,BTC-USD,sell,190.17561959013847,historical_apollo_risk_on
2024-02-12,apollo_10000,Apollo,10000.0,risk_on,2fdfda79-2390-4d40-b393-975f423a51ff,BTC-USD,sell,113.59981069001606,historical_apollo_risk_on
