as_of_date,scenario_id,alias,capital_brl,market_state,nav_before_brl,nav_after_brl,cash_after_brl,order_count,fill_count,selected_assets
2023-01-02,zeus_10000,Zeus,10000.0,balanced,10000.0,9991.5,5591.5,4,4,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-03,zeus_10000,Zeus,10000.0,balanced,9875.482699059445,9875.482699059445,5591.5,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-04,zeus_10000,Zeus,10000.0,balanced,9851.70845718972,9851.543462131114,5481.338299204467,1,1,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-05,zeus_10000,Zeus,10000.0,balanced,9897.42314427826,9897.42314427826,5481.338299204467,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-06,zeus_10000,Zeus,10000.0,balanced,9999.699411472657,9999.699411472657,5481.338299204467,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-09,zeus_10000,Zeus,10000.0,balanced,10047.867152067804,10047.867152067804,5481.338299204467,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-10,zeus_10000,Zeus,10000.0,balanced,10091.982484082622,10091.982484082622,5481.338299204467,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-11,zeus_10000,Zeus,10000.0,balanced,10190.499860863802,10190.499860863802,5481.338299204467,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-12,zeus_10000,Zeus,10000.0,balanced,10307.848556508323,10307.499985844534,5620.4179940565045,1,1,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-13,zeus_10000,Zeus,10000.0,balanced,10413.336700778047,10413.336700778047,5620.4179940565045,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-16,zeus_10000,Zeus,10000.0,balanced,10552.094289871151,10551.427332144438,5886.534127015358,2,2,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-17,zeus_10000,Zeus,10000.0,balanced,10497.81094393375,10497.81094393375,5886.534127015358,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
2023-01-18,zeus_10000,Zeus,10000.0,balanced,10566.925607014764,10566.771005000046,5989.447534812395,1,1,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD"
